keyData,data_id,dia_ehdiautil,dia_numeronasemana,dia_numeronomes,dia_numeronoano,semana_id,semana_nome,semana_texto,semana_numeronoano,mes_id,mes_nome,mes_texto,mes_numeronoano,trimestre_id,trimestre_nome,trimestre_texto,trimestre_numeronoano,semestre_id,semestre_nome,semestre_texto,semestre_numeronoano,ano_id,ano_nome,ano_texto
20081031,"2008-10-31 00:00:00",1,5,31,305,200844,44,"Semana 44",44,200810,10,Out,10,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081101,"2008-11-01 00:00:00",0,6,1,306,200844,44,"Semana 44",44,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081102,"2008-11-02 00:00:00",0,7,2,307,200844,44,"Semana 44",44,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081103,"2008-11-03 00:00:00",1,1,3,308,200845,45,"Semana 45",45,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081104,"2008-11-04 00:00:00",1,2,4,309,200845,45,"Semana 45",45,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081105,"2008-11-05 00:00:00",1,3,5,310,200845,45,"Semana 45",45,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081106,"2008-11-06 00:00:00",1,4,6,311,200845,45,"Semana 45",45,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081107,"2008-11-07 00:00:00",1,5,7,312,200845,45,"Semana 45",45,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081108,"2008-11-08 00:00:00",0,6,8,313,200845,45,"Semana 45",45,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081109,"2008-11-09 00:00:00",0,7,9,314,200845,45,"Semana 45",45,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081110,"2008-11-10 00:00:00",1,1,10,315,200846,46,"Semana 46",46,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081111,"2008-11-11 00:00:00",1,2,11,316,200846,46,"Semana 46",46,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081112,"2008-11-12 00:00:00",1,3,12,317,200846,46,"Semana 46",46,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081113,"2008-11-13 00:00:00",1,4,13,318,200846,46,"Semana 46",46,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081114,"2008-11-14 00:00:00",1,5,14,319,200846,46,"Semana 46",46,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081115,"2008-11-15 00:00:00",0,6,15,320,200846,46,"Semana 46",46,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081116,"2008-11-16 00:00:00",0,7,16,321,200846,46,"Semana 46",46,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081117,"2008-11-17 00:00:00",1,1,17,322,200847,47,"Semana 47",47,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081118,"2008-11-18 00:00:00",1,2,18,323,200847,47,"Semana 47",47,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081119,"2008-11-19 00:00:00",1,3,19,324,200847,47,"Semana 47",47,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081120,"2008-11-20 00:00:00",1,4,20,325,200847,47,"Semana 47",47,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081121,"2008-11-21 00:00:00",1,5,21,326,200847,47,"Semana 47",47,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081122,"2008-11-22 00:00:00",0,6,22,327,200847,47,"Semana 47",47,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081123,"2008-11-23 00:00:00",0,7,23,328,200847,47,"Semana 47",47,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081124,"2008-11-24 00:00:00",1,1,24,329,200848,48,"Semana 48",48,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081125,"2008-11-25 00:00:00",1,2,25,330,200848,48,"Semana 48",48,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081126,"2008-11-26 00:00:00",1,3,26,331,200848,48,"Semana 48",48,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081127,"2008-11-27 00:00:00",1,4,27,332,200848,48,"Semana 48",48,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081128,"2008-11-28 00:00:00",1,5,28,333,200848,48,"Semana 48",48,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081129,"2008-11-29 00:00:00",0,6,29,334,200848,48,"Semana 48",48,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081130,"2008-11-30 00:00:00",0,7,30,335,200848,48,"Semana 48",48,200811,11,Nov,11,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081201,"2008-12-01 00:00:00",1,1,1,336,200849,49,"Semana 49",49,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081202,"2008-12-02 00:00:00",1,2,2,337,200849,49,"Semana 49",49,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081203,"2008-12-03 00:00:00",1,3,3,338,200849,49,"Semana 49",49,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081204,"2008-12-04 00:00:00",1,4,4,339,200849,49,"Semana 49",49,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081205,"2008-12-05 00:00:00",1,5,5,340,200849,49,"Semana 49",49,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081206,"2008-12-06 00:00:00",0,6,6,341,200849,49,"Semana 49",49,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081207,"2008-12-07 00:00:00",0,7,7,342,200849,49,"Semana 49",49,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081208,"2008-12-08 00:00:00",1,1,8,343,200850,50,"Semana 50",50,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081209,"2008-12-09 00:00:00",1,2,9,344,200850,50,"Semana 50",50,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081210,"2008-12-10 00:00:00",1,3,10,345,200850,50,"Semana 50",50,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081211,"2008-12-11 00:00:00",1,4,11,346,200850,50,"Semana 50",50,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081212,"2008-12-12 00:00:00",1,5,12,347,200850,50,"Semana 50",50,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081213,"2008-12-13 00:00:00",0,6,13,348,200850,50,"Semana 50",50,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081214,"2008-12-14 00:00:00",0,7,14,349,200850,50,"Semana 50",50,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081215,"2008-12-15 00:00:00",1,1,15,350,200851,51,"Semana 51",51,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081216,"2008-12-16 00:00:00",1,2,16,351,200851,51,"Semana 51",51,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081217,"2008-12-17 00:00:00",1,3,17,352,200851,51,"Semana 51",51,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081218,"2008-12-18 00:00:00",1,4,18,353,200851,51,"Semana 51",51,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081219,"2008-12-19 00:00:00",1,5,19,354,200851,51,"Semana 51",51,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081220,"2008-12-20 00:00:00",0,6,20,355,200851,51,"Semana 51",51,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081221,"2008-12-21 00:00:00",0,7,21,356,200851,51,"Semana 51",51,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081222,"2008-12-22 00:00:00",1,1,22,357,200852,52,"Semana 52",52,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081223,"2008-12-23 00:00:00",1,2,23,358,200852,52,"Semana 52",52,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081224,"2008-12-24 00:00:00",1,3,24,359,200852,52,"Semana 52",52,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081225,"2008-12-25 00:00:00",1,4,25,360,200852,52,"Semana 52",52,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081226,"2008-12-26 00:00:00",1,5,26,361,200852,52,"Semana 52",52,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081227,"2008-12-27 00:00:00",0,6,27,362,200852,52,"Semana 52",52,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081228,"2008-12-28 00:00:00",0,7,28,363,200852,52,"Semana 52",52,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081229,"2008-12-29 00:00:00",1,1,29,364,200901,1,"Semana 1",1,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081230,"2008-12-30 00:00:00",1,2,30,365,200901,1,"Semana 1",1,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20081231,"2008-12-31 00:00:00",1,3,31,366,200901,1,"Semana 1",1,200812,12,Dez,12,20084,Q4,"Trimestre 4",4,20082,S2,"Semestre 2",2,2008,2008,2008
20090101,"2009-01-01 00:00:00",1,4,1,1,200901,1,"Semana 1",1,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090102,"2009-01-02 00:00:00",1,5,2,2,200901,1,"Semana 1",1,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090103,"2009-01-03 00:00:00",0,6,3,3,200901,1,"Semana 1",1,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090104,"2009-01-04 00:00:00",0,7,4,4,200901,1,"Semana 1",1,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090105,"2009-01-05 00:00:00",1,1,5,5,200902,2,"Semana 2",2,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090106,"2009-01-06 00:00:00",1,2,6,6,200902,2,"Semana 2",2,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090107,"2009-01-07 00:00:00",1,3,7,7,200902,2,"Semana 2",2,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090108,"2009-01-08 00:00:00",1,4,8,8,200902,2,"Semana 2",2,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090109,"2009-01-09 00:00:00",1,5,9,9,200902,2,"Semana 2",2,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090110,"2009-01-10 00:00:00",0,6,10,10,200902,2,"Semana 2",2,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090111,"2009-01-11 00:00:00",0,7,11,11,200902,2,"Semana 2",2,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090112,"2009-01-12 00:00:00",1,1,12,12,200903,3,"Semana 3",3,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090113,"2009-01-13 00:00:00",1,2,13,13,200903,3,"Semana 3",3,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090114,"2009-01-14 00:00:00",1,3,14,14,200903,3,"Semana 3",3,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090115,"2009-01-15 00:00:00",1,4,15,15,200903,3,"Semana 3",3,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090116,"2009-01-16 00:00:00",1,5,16,16,200903,3,"Semana 3",3,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090117,"2009-01-17 00:00:00",0,6,17,17,200903,3,"Semana 3",3,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090118,"2009-01-18 00:00:00",0,7,18,18,200903,3,"Semana 3",3,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090119,"2009-01-19 00:00:00",1,1,19,19,200904,4,"Semana 4",4,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090120,"2009-01-20 00:00:00",1,2,20,20,200904,4,"Semana 4",4,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090121,"2009-01-21 00:00:00",1,3,21,21,200904,4,"Semana 4",4,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090122,"2009-01-22 00:00:00",1,4,22,22,200904,4,"Semana 4",4,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090123,"2009-01-23 00:00:00",1,5,23,23,200904,4,"Semana 4",4,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090124,"2009-01-24 00:00:00",0,6,24,24,200904,4,"Semana 4",4,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090125,"2009-01-25 00:00:00",0,7,25,25,200904,4,"Semana 4",4,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090126,"2009-01-26 00:00:00",1,1,26,26,200905,5,"Semana 5",5,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090127,"2009-01-27 00:00:00",1,2,27,27,200905,5,"Semana 5",5,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090128,"2009-01-28 00:00:00",1,3,28,28,200905,5,"Semana 5",5,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090129,"2009-01-29 00:00:00",1,4,29,29,200905,5,"Semana 5",5,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090130,"2009-01-30 00:00:00",1,5,30,30,200905,5,"Semana 5",5,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090131,"2009-01-31 00:00:00",0,6,31,31,200905,5,"Semana 5",5,200901,01,Jan,1,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090201,"2009-02-01 00:00:00",0,7,1,32,200905,5,"Semana 5",5,200902,02,Fev,2,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
20090202,"2009-02-02 00:00:00",1,1,2,33,200906,6,"Semana 6",6,200902,02,Fev,2,20091,Q1,"Trimestre 1",1,20091,S1,"Semestre 1",1,2009,2009,2009
